topology,algo,run,phase,switch,init_assigned_controller,assigned_controller,is_migrated,init_path,final_path,init_solver_prop_ms,init_solver_total_rt_ms,init_real_queue_ms,init_switch_load,init_scaled_switch_load,solver_prop_ms,solver_queue_ms,solver_total_rt_ms,real_queue_ms,delta_rt_if_migrated,cc_transfer_ms,steiner_ms,load_scale_alpha,scaled_switch_load,alpha,beta,link_sens,k_paths,load_sens,controller_sens
AttMpls,SM,0,B1,1,1,1,0,1,,0.0,15.926956,0.0,154,154,0.0,1.7934,16.883956,1.7934,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,2,2,2,0,2,,0.0,20.208263,0.0,171,171,0.0,5.117707,20.208263,5.117707,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,3,3,3,0,3,,0.0,inf,0.0,163,163,0.0,9.881423,24.971978,9.881423,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,4,4,4,0,4,,0.0,inf,0.0,152,152,0.0,104.166667,119.257222,104.166667,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,5,4,1,1,5->8->7->4,,11.517401,inf,0.0,216,216,7.033591,1.7934,23.917547,1.7934,0.0,0.0,0.0,0,216,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,6,4,4,0,6->9->4,,10.84589,inf,0.0,179,179,10.84589,104.166667,130.103112,104.166667,0.0,0.0,0.0,0,179.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,7,4,1,1,7->4,,5.777645,inf,0.0,202,202,1.297604,1.7934,18.18156,1.7934,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,8,4,1,1,8->7->4,,7.771976,inf,0.0,220,220,3.288166,1.7934,20.172122,1.7934,0.0,0.0,0.0,0,220.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,9,4,4,0,9->4,,7.384926,inf,0.0,191,191,7.384926,104.166667,126.642148,104.166667,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,10,4,4,0,10->4,,7.919298,inf,0.0,183,183,7.919298,104.166667,127.17652,104.166667,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,11,4,4,0,11->14->10->4,,23.864029,inf,0.0,180,180,23.864029,104.166667,143.121251,104.166667,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,12,4,4,0,12->14->9->4,,20.94023,inf,0.0,121,121,20.354661,104.166667,139.611883,104.166667,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,13,3,3,0,13->14->10->3,,17.056511,inf,0.0,166,166,17.056511,9.881423,42.02849,9.881423,0.0,0.0,0.0,0,166.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,14,3,4,1,14->10->3,,12.999735,inf,0.0,147,147,16.735456,104.166667,135.992678,104.166667,0.0,0.0,0.0,0,147.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,15,3,4,1,15->6->10->3,,18.153713,inf,0.0,187,187,17.295344,104.166667,136.552566,104.166667,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,16,3,3,0,16->3,,14.790054,inf,0.0,184,184,14.790054,9.881423,39.762032,9.881423,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,17,3,3,0,17->3,,6.647635,inf,0.0,144,144,6.647635,9.881423,31.619613,9.881423,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,18,3,3,0,18->3,,29.905639,inf,0.0,165,165,29.905639,9.881423,54.877617,9.881423,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,19,3,3,0,19->22->3,,28.851836,inf,0.0,171,171,28.851836,9.881423,53.823814,9.881423,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,20,3,3,0,20->21->3,,30.289412,inf,0.0,193,193,30.289412,9.881423,55.26139,9.881423,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,21,2,2,0,21->3->1->2,,42.489166,62.697429,0.0,207,207,42.489166,5.117707,62.697429,5.117707,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,22,2,2,0,22->3->1->2,,34.799293,55.007555,0.0,179,179,34.799293,5.117707,55.007555,5.117707,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,23,2,2,0,23->14->6->8->1->2,,46.618555,66.826818,0.0,202,202,43.616324,5.117707,63.824587,5.117707,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,24,2,2,0,24->23->10->4->7->2,,45.410864,65.619126,0.0,185,185,45.410864,5.117707,65.619126,5.117707,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B1,25,2,2,0,25->23->10->4->7->2,,49.370951,69.579214,0.0,187,187,44.370132,5.117707,64.578395,5.117707,0.0,0.0,0.0,0,187.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,1,1,1,0,1,1,0.0,15.926956,0.0,154,154,0.0,19.011407,34.101962,19.011407,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,2,2,2,0,2,2,0.0,20.208263,0.0,171,171,0.0,2.621919,17.712475,2.621919,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,3,3,3,0,3,3,0.0,inf,0.0,163,163,0.0,5.202914,20.293469,5.202914,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,4,4,4,0,4,4,0.0,inf,0.0,152,152,0.0,4.208754,19.29931,4.208754,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,5,4,2,1,5->8->7->4,5->8->1->2,11.517401,inf,0.0,216,216,10.076141,2.621919,27.788615,2.621919,0.0,0.0,0.0,0,216,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,6,4,1,1,6->9->4,6->8->1,10.84589,inf,0.0,179,179,12.011096,19.011407,46.113058,19.011407,0.0,0.0,0.0,0,179.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,7,4,4,0,7->4,7->4,5.777645,inf,0.0,202,202,5.777645,4.208754,25.076955,4.208754,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,8,4,1,1,8->7->4,8->1,7.771976,inf,0.0,220,220,3.288166,19.011407,37.390129,19.011407,0.0,0.0,0.0,0,220.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,9,4,2,1,9->4,9->4->7->2,7.384926,inf,0.0,191,191,17.502144,2.621919,35.214619,2.621919,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,10,4,4,0,10->4,10->4,7.919298,inf,0.0,183,183,7.919298,4.208754,27.218608,4.208754,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,11,4,2,1,11->14->10->4,11->15->6->8->1->2,23.864029,inf,0.0,180,180,30.098257,2.621919,47.810732,2.621919,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,12,4,3,1,12->14->9->4,12->14->10->3,20.94023,inf,0.0,121,121,16.618941,5.202914,36.91241,5.202914,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,13,3,4,1,13->14->10->3,13->14->10->4,17.056511,inf,0.0,166,166,20.792232,4.208754,40.091542,4.208754,0.0,0.0,0.0,0,166.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,14,3,3,0,14->10->3,14->10->3,12.999735,inf,0.0,147,147,12.999735,5.202914,33.293204,5.202914,0.0,0.0,0.0,0,147.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,15,3,1,1,15->6->10->3,15->6->8->1,18.153713,inf,0.0,187,187,18.46055,19.011407,52.562512,19.011407,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,16,3,3,0,16->3,16->3,14.790054,inf,0.0,184,184,14.790054,5.202914,35.083523,5.202914,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,17,3,3,0,17->3,17->3,6.647635,inf,0.0,144,144,6.647635,5.202914,26.941104,5.202914,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,18,3,3,0,18->3,18->3,29.905639,inf,0.0,165,165,29.905639,5.202914,50.199108,5.202914,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,19,3,3,0,19->22->3,19->22->3,28.851836,inf,0.0,171,171,28.851836,5.202914,49.145305,5.202914,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,20,3,1,1,20->21->3,20->21->3->1,30.289412,inf,0.0,193,193,41.776841,19.011407,75.878803,19.011407,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,21,2,4,1,21->3->1->2,21->3->4,42.489166,62.697429,0.0,207,207,32.931944,4.208754,52.231254,4.208754,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,22,2,1,1,22->3->1->2,22->3->1,34.799293,55.007555,0.0,179,179,31.756743,19.011407,65.858705,19.011407,10.85115,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,23,2,4,1,23->14->6->8->1->2,23->10->4,46.618555,66.826818,0.0,202,202,33.499106,4.208754,52.798416,4.208754,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,24,2,1,1,24->23->10->4->7->2,24->23->10->4->7->1,45.410864,65.619126,0.0,185,185,42.368894,19.011407,76.470857,19.011407,10.85173,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,B3,25,2,2,0,25->23->10->4->7->2,25->13->14->6->8->1->2,49.370951,69.579214,0.0,187,187,44.370132,2.621919,62.082607,2.621919,0.0,0.0,0.0,0,187.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,1,1,1,0,1,1,0.0,15.926956,0.0,154,154,0.0,2.654342,17.724907,2.634352,0.0,0.0,0.0,0,154,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,2,2,2,0,2,2,0.0,20.208263,0.0,171,171,0.0,5.328318,20.208263,5.117707,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,3,3,3,0,3,3,0.0,inf,0.0,163,163,0.0,7.796057,21.884034,6.793478,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,4,4,4,0,4,4,0.0,inf,0.0,152,152,0.0,8.518273,22.152702,7.062147,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,5,4,1,1,5->8->7->4,5->8->1,11.517401,inf,0.0,216,216,7.033591,2.654342,24.758499,2.634352,0.0,0.0,0.0,0,216,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,6,4,4,0,6->9->4,6->9->4,10.84589,inf,0.0,179,179,10.84589,8.518273,32.998592,7.062147,0.0,0.0,0.0,0,179.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,7,4,4,0,7->4,7->4,5.777645,inf,0.0,202,202,5.777645,8.518273,27.930348,7.062147,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,8,4,1,1,8->7->4,8->1,7.771976,inf,0.0,220,220,3.288166,2.654342,21.013074,2.634352,0.0,0.0,0.0,0,220.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,9,4,4,0,9->4,9->4,7.384926,inf,0.0,191,191,7.384926,8.518273,29.537628,7.062147,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,10,4,4,0,10->4,10->4,7.919298,inf,0.0,183,183,7.919298,8.518273,30.072001,7.062147,0.0,0.0,0.0,0,183,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,11,4,4,0,11->14->10->4,11->14->10->9->4,23.864029,inf,0.0,180,180,27.403141,8.518273,49.555844,7.062147,0.0,0.0,0.0,0,180,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,12,4,4,0,12->14->9->4,12->14->9->4,20.94023,inf,0.0,121,121,20.94023,8.518273,43.092932,7.062147,0.0,0.0,0.0,0,121,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,13,3,3,0,13->14->10->3,13->14->10->3,17.056511,inf,0.0,166,166,17.056511,7.796057,38.940545,6.793478,0.0,0.0,0.0,0,166.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,14,3,3,0,14->10->3,14->10->3,12.999735,inf,0.0,147,147,12.999735,7.796057,34.883769,6.793478,0.0,0.0,0.0,0,147.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,15,3,1,1,15->6->10->3,15->6->8->1,18.153713,inf,0.0,187,187,18.46055,2.654342,36.185457,2.634352,0.0,0.0,0.0,0,187,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,16,3,3,0,16->3,16->3,14.790054,inf,0.0,184,184,14.790054,7.796057,36.674088,6.793478,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,17,3,3,0,17->3,17->3,6.647635,inf,0.0,144,144,6.647635,7.796057,28.531668,6.793478,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,18,3,3,0,18->3,18->3,29.905639,inf,0.0,165,165,29.905639,7.796057,51.789672,6.793478,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,19,3,3,0,19->22->3,19->22->3,28.851836,inf,0.0,171,171,28.851836,7.796057,50.73587,6.793478,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,20,3,1,1,20->21->3,20->21->3->1,30.289412,inf,0.0,193,193,41.776841,2.654342,59.501748,2.634352,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,21,2,2,0,21->3->1->2,21->3->1->2,42.489166,62.697429,0.0,207,207,42.489166,5.328318,62.697429,5.117707,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,22,2,2,0,22->3->1->2,22->3->1->2,34.799293,55.007555,0.0,179,179,34.799293,5.328318,55.007555,5.117707,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,23,2,2,0,23->14->6->8->1->2,23->10->3->1->2,46.618555,66.826818,0.0,202,202,44.293364,5.328318,64.501627,5.117707,0.0,0.0,0.0,0,202,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,24,2,2,0,24->23->10->4->7->2,24->23->10->4->7->2,45.410864,65.619126,0.0,185,185,45.410864,5.328318,65.619126,5.117707,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,0,MCF_ARC,25,2,2,0,25->23->10->4->7->2,25->13->14->6->8->7->2,49.370951,69.579214,0.0,187,187,44.373321,5.328318,64.581584,5.117707,0.0,0.0,0.0,0,187.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,1,1,1,0,1,,0.0,15.952476,0.0,191,191,0.0,2.158895,17.24945,2.158895,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,2,2,2,0,2,,0.0,18.37355,0.0,194,194,0.0,3.282994,18.37355,3.282994,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,3,3,3,0,3,,0.0,inf,0.0,165,165,0.0,111.111111,126.201667,111.111111,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,4,4,4,0,4,,0.0,inf,0.0,143,143,0.0,26.595745,41.6863,26.595745,0.0,0.0,0.0,0,143,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,5,4,1,1,5->8->7->4,,11.517401,inf,0.0,173,173,7.033591,2.158895,24.283041,2.158895,0.0,0.0,0.0,0,173,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,6,4,4,0,6->9->4,,10.84589,inf,0.0,202,202,10.84589,26.595745,52.53219,26.595745,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,7,4,1,1,7->4,,5.777645,inf,0.0,178,178,1.297604,2.158895,18.547054,2.158895,0.0,0.0,0.0,0,178.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,8,4,1,1,8->7->4,,7.771976,inf,0.0,217,217,3.288166,2.158895,20.537616,2.158895,0.0,0.0,0.0,0,217.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,9,4,4,0,9->4,,7.384926,inf,0.0,177,177,7.384926,26.595745,49.071226,26.595745,0.0,0.0,0.0,0,177,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,10,4,4,0,10->4,,7.919298,inf,0.0,140,140,7.919298,26.595745,49.605598,26.595745,0.0,0.0,0.0,0,140,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,11,4,4,0,11->14->10->4,,23.864029,inf,0.0,193,193,23.864029,26.595745,65.550329,26.595745,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,12,4,4,0,12->14->10->4,,20.354661,inf,0.0,207,207,20.354661,26.595745,62.040961,26.595745,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,13,3,3,0,13->14->10->3,,17.056511,inf,0.0,169,169,17.056511,111.111111,143.258178,111.111111,0.0,0.0,0.0,0,169.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,14,3,3,0,14->10->3,,12.999735,inf,0.0,206,206,12.999735,111.111111,139.201402,111.111111,0.0,0.0,0.0,0,206.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,15,3,1,1,15->6->10->3,,18.153713,inf,0.0,129,129,18.46055,2.158895,35.71,2.158895,0.0,0.0,0.0,0,129,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,16,3,3,0,16->3,,14.790054,inf,0.0,206,206,14.790054,111.111111,140.99172,111.111111,0.0,0.0,0.0,0,206,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,17,3,3,0,17->3,,6.647635,inf,0.0,114,114,6.647635,111.111111,132.849301,111.111111,0.0,0.0,0.0,0,114,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,18,3,3,0,18->3,,29.905639,inf,0.0,170,170,29.905639,111.111111,156.107305,111.111111,0.0,0.0,0.0,0,170,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,19,3,3,0,19->22->3,,28.851836,inf,0.0,193,193,28.851836,111.111111,155.053503,111.111111,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,20,3,4,1,20->21->3,,30.289412,inf,0.0,226,226,35.262169,26.595745,76.948469,26.595745,0.0,0.0,0.0,0,226,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,21,2,2,0,21->3->1->2,,42.489166,60.862716,0.0,213,213,42.489166,3.282994,60.862716,3.282994,0.0,0.0,0.0,0,213,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,22,2,2,0,22->3->1->2,,34.799293,53.172842,0.0,198,198,34.799293,3.282994,53.172842,3.282994,0.0,0.0,0.0,0,198,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,23,2,2,0,23->10->4->7->2,,43.616324,61.989874,0.0,239,239,43.616324,3.282994,61.989874,3.282994,0.0,0.0,0.0,0,239,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,24,2,2,0,24->23->10->4->7->2,,45.410864,63.784413,0.0,177,177,45.410864,3.282994,63.784413,3.282994,0.0,0.0,0.0,0,177,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B1,25,3,3,0,25->23->10->3,,35.518013,inf,0.0,160,160,30.703141,111.111111,156.904808,111.111111,0.0,0.0,0.0,0,160.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,1,1,1,0,1,1,0.0,15.952476,0.0,191,191,0.0,36.764706,51.855261,36.764706,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,2,2,2,0,2,2,0.0,18.37355,0.0,194,194,0.0,3.282994,18.37355,3.282994,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,3,3,3,0,3,3,0.0,inf,0.0,165,165,0.0,4.651163,19.741718,4.651163,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,4,4,4,0,4,4,0.0,inf,0.0,143,143,0.0,3.736921,18.827476,3.736921,0.0,0.0,0.0,0,143,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,5,4,4,0,5->8->7->4,5->8->7->4,11.517401,inf,0.0,173,173,11.517401,3.736921,30.344878,3.736921,0.0,0.0,0.0,0,173,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,6,4,1,1,6->9->4,6->8->1,10.84589,inf,0.0,202,202,12.011096,36.764706,63.866357,36.764706,0.0,0.0,0.0,0,202.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,7,4,4,0,7->4,7->4,5.777645,inf,0.0,178,178,5.777645,3.736921,24.605121,3.736921,0.0,0.0,0.0,0,178.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,8,4,4,0,8->7->4,8->7->4,7.771976,inf,0.0,217,217,7.771976,3.736921,26.599453,3.736921,0.0,0.0,0.0,0,217.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,9,4,1,1,9->4,9->4->7->1,7.384926,inf,0.0,177,177,14.460175,36.764706,66.315436,36.764706,0.0,0.0,0.0,0,177,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,10,4,4,0,10->4,10->4,7.919298,inf,0.0,140,140,7.919298,3.736921,26.746775,3.736921,0.0,0.0,0.0,0,140,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,11,4,1,1,11->14->10->4,11->15->6->8->1,23.864029,inf,0.0,193,193,27.055708,36.764706,78.910969,36.764706,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,12,4,4,0,12->14->10->4,12->14->10->4,20.354661,inf,0.0,207,207,20.354661,3.736921,39.182138,3.736921,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,13,3,3,0,13->14->10->3,13->14->10->3,17.056511,inf,0.0,169,169,17.056511,4.651163,36.79823,4.651163,0.0,0.0,0.0,0,169.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,14,3,1,1,14->10->3,14->6->8->1,12.999735,inf,0.0,206,206,23.624176,36.764706,75.479438,36.764706,0.0,0.0,0.0,0,206.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,15,3,1,1,15->6->10->3,15->6->8->1,18.153713,inf,0.0,129,129,18.46055,36.764706,70.315811,36.764706,0.0,0.0,0.0,0,129,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,16,3,3,0,16->3,16->3,14.790054,inf,0.0,206,206,14.790054,4.651163,34.531772,4.651163,0.0,0.0,0.0,0,206,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,17,3,3,0,17->3,17->3,6.647635,inf,0.0,114,114,6.647635,4.651163,26.389353,4.651163,0.0,0.0,0.0,0,114,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,18,3,3,0,18->3,18->3,29.905639,inf,0.0,170,170,29.905639,4.651163,49.647357,4.651163,0.0,0.0,0.0,0,170,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,19,3,3,0,19->22->3,19->22->3,28.851836,inf,0.0,193,193,28.851836,4.651163,48.593554,4.651163,0.0,0.0,0.0,0,193,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,20,3,1,1,20->21->3,20->21->3->1,30.289412,inf,0.0,226,226,41.776841,36.764706,93.632102,36.764706,0.0,0.0,0.0,0,226,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,21,2,2,0,21->3->1->2,21->3->1->2,42.489166,60.862716,0.0,213,213,42.489166,3.282994,60.862716,3.282994,0.0,0.0,0.0,0,213,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,22,2,2,0,22->3->1->2,22->3->1->2,34.799293,53.172842,0.0,198,198,34.799293,3.282994,53.172842,3.282994,0.0,0.0,0.0,0,198,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,23,2,2,0,23->10->4->7->2,23->10->4->7->2,43.616324,61.989874,0.0,239,239,43.616324,3.282994,61.989874,3.282994,0.0,0.0,0.0,0,239,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,24,2,2,0,24->23->10->4->7->2,24->23->10->4->7->2,45.410864,63.784413,0.0,177,177,45.410864,3.282994,63.784413,3.282994,0.0,0.0,0.0,0,177,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,B3,25,3,3,0,25->23->10->3,25->13->14->10->3,35.518013,inf,0.0,160,160,30.703141,4.651163,50.444859,4.651163,0.0,0.0,0.0,0,160.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,MCF_ARC,1,1,1,0,1,1,0.0,15.952476,0.0,191,191,0.0,3.299093,18.324708,3.234153,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
AttMpls,SM,1,MCF_ARC,2,2,2,0,2,2,0.0,18.37355,0.0,194,194,0.0,3.350777,18.37355,3.282994,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
