topology,run,algo,phase,controller,lambda,mu_init,mu_final,scale_factor,rho_init,rho_final,W_init,W_final,stable,alpha,beta,link_sens,k_paths,load_sens,controller_sens
Iris,0,MCF_ARC,SM,4,1203.0,1374.4,1374.4,1.0,0.8753,0.8753,inf,5.8343,1,0.5,0.5,0.0,5,0.0,0.0
Iris,0,MCF_ARC,SM,5,1275.0,1428.0,1428.0,1.0,0.8929,0.8929,inf,6.5359,1,0.5,0.5,0.0,5,0.0,0.0
Iris,0,MCF_ARC,SM,6,1353.0,1428.0,1428.0,1.0,0.9475,0.9475,inf,13.3333,1,0.5,0.5,0.0,5,0.0,0.0
Iris,0,MCF_ARC,SM,7,1347.0,1428.0,1428.0,1.0,0.9433,0.9433,inf,12.3457,1,0.5,0.5,0.0,5,0.0,0.0
Iris,0,MCF_ARC,SM,8,1313.0,1404.8,1404.8,1.0,0.9347,0.9347,inf,10.8932,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,1,430.0,1377.6,1377.6,1.0,0.3121,0.3121,0.4214,1.0553,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,2,1221.0,1355.2,1355.2,1.0,0.901,0.901,0.1435,7.4516,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,3,1152.0,1418.4,1418.4,1.0,0.8122,0.8122,0.24,3.7538,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,4,1187.0,1355.2,1355.2,1.0,0.8759,0.8759,inf,5.9453,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,5,1354.0,1355.2,1355.2,1.0,0.9991,0.9991,inf,833.3333,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,6,1320.0,1355.2,1355.2,1.0,0.974,0.974,inf,28.4091,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,7,1353.0,1355.2,1355.2,1.0,0.9984,0.9984,inf,454.5455,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B1,SM,8,1347.0,1355.2,1355.2,1.0,0.9939,0.9939,inf,121.9512,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,1,1277.0,1377.6,1377.6,1.0,0.927,0.927,0.1405,9.9404,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,2,1222.0,1355.2,1355.2,1.0,0.9017,0.9017,0.1435,7.5075,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,3,1142.0,1418.4,1418.4,1.0,0.8051,0.8051,0.2057,3.6179,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,4,1061.0,1355.2,1355.2,1.0,0.7829,0.7829,inf,3.399,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,5,1157.0,1355.2,1355.2,1.0,0.8537,0.8537,inf,5.0454,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,6,1162.0,1355.2,1355.2,1.0,0.8574,0.8574,inf,5.176,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,7,1204.0,1355.2,1355.2,1.0,0.8884,0.8884,inf,6.6138,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,B3,SM,8,1139.0,1355.2,1355.2,1.0,0.8405,0.8405,inf,4.6253,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,1,661.0,1377.6,1377.6,1.0,0.4798,0.4798,0.2809,1.3955,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,2,1252.0,1355.2,1355.2,1.0,0.9238,0.9238,0.1435,9.6899,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,3,1122.0,1418.4,1418.4,1.0,0.791,0.791,0.24,3.3738,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,4,1217.0,1355.2,1355.2,1.0,0.898,0.898,inf,7.2359,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,5,1270.0,1355.2,1355.2,1.0,0.9371,0.9371,inf,11.7371,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,6,1278.0,1355.2,1355.2,1.0,0.943,0.943,inf,12.9534,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,7,1282.0,1355.2,1355.2,1.0,0.946,0.946,inf,13.6612,1,0.5,0.5,0.0,5,0.0,0.0
Iris,1,MCF_ARC,SM,8,1282.0,1355.2,1355.2,1.0,0.946,0.946,inf,13.6612,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,1,185.0,1361.6,1361.6,1.0,0.1359,0.1359,0.8499,0.8499,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,2,1395.0,1407.2,1407.2,1.0,0.9913,0.9913,0.1139,81.9672,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,3,990.0,1361.6,1361.6,1.0,0.7271,0.7271,inf,2.6911,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,4,1427.0,1492.8,1492.8,1.0,0.9559,0.9559,0.0,15.1976,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,5,1355.0,1361.6,1361.6,1.0,0.9952,0.9952,inf,151.5152,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,6,1369.0,1371.2,1371.2,1.0,0.9984,0.9984,inf,454.5455,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,7,1360.0,1361.6,1361.6,1.0,0.9988,0.9988,inf,625.0,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B1,SM,8,1331.0,1361.6,1361.6,1.0,0.9775,0.9775,inf,32.6797,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,1,1161.0,1361.6,1361.6,1.0,0.8527,0.8527,0.1417,4.985,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,2,1223.0,1407.2,1407.2,1.0,0.8691,0.8691,0.1329,5.4289,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,3,1204.0,1361.6,1361.6,1.0,0.8843,0.8843,0.1814,6.3452,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,4,1254.0,1492.8,1492.8,1.0,0.84,0.84,inf,4.1876,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,5,1127.0,1361.6,1361.6,1.0,0.8277,0.8277,inf,4.2626,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,6,1155.0,1371.2,1371.2,1.0,0.8423,0.8423,inf,4.6253,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,7,1147.0,1361.6,1361.6,1.0,0.8424,0.8424,inf,4.6598,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,B3,SM,8,1141.0,1361.6,1361.6,1.0,0.838,0.838,inf,4.5331,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,1,652.0,1361.6,1361.6,1.0,0.4788,0.4788,0.2833,1.4092,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,2,1333.0,1407.2,1407.2,1.0,0.9473,0.9473,0.1139,13.4771,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,3,1035.0,1361.6,1361.6,1.0,0.7601,0.7601,0.2539,3.0618,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,4,1382.0,1492.8,1492.8,1.0,0.9258,0.9258,inf,9.0253,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,5,1286.0,1361.6,1361.6,1.0,0.9445,0.9445,inf,13.2275,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,6,1219.0,1371.2,1371.2,1.0,0.889,0.889,inf,6.5703,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,7,1214.0,1361.6,1361.6,1.0,0.8916,0.8916,inf,6.7751,1,0.5,0.5,0.0,5,0.0,0.0
Iris,2,MCF_ARC,SM,8,1291.0,1361.6,1361.6,1.0,0.9481,0.9481,inf,14.1643,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,1,195.0,1362.4,1362.4,1.0,0.1431,0.1431,0.8566,0.8566,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,2,1361.0,1362.4,1362.4,1.0,0.999,0.999,0.118,714.2857,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,3,1132.0,1362.4,1362.4,1.0,0.8309,0.8309,0.2847,4.3403,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,4,1349.0,1403.2,1403.2,1.0,0.9614,0.9614,inf,18.4502,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,5,1361.0,1362.4,1362.4,1.0,0.999,0.999,inf,714.2857,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,6,1313.0,1362.4,1362.4,1.0,0.9637,0.9637,inf,20.2429,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,7,1360.0,1362.4,1362.4,1.0,0.9982,0.9982,inf,416.6667,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B1,SM,8,1342.0,1362.4,1362.4,1.0,0.985,0.985,inf,49.0196,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,1,1141.0,1362.4,1362.4,1.0,0.8375,0.8375,0.1428,4.5167,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,2,1203.0,1362.4,1362.4,1.0,0.883,0.883,0.1377,6.2735,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,3,1205.0,1362.4,1362.4,1.0,0.8845,0.8845,0.244,6.3532,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,4,1287.0,1403.2,1403.2,1.0,0.9172,0.9172,inf,8.6059,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,5,1196.0,1362.4,1362.4,1.0,0.8779,0.8779,inf,6.0096,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,6,1108.0,1362.4,1362.4,1.0,0.8133,0.8133,inf,3.9308,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,7,1099.0,1362.4,1362.4,1.0,0.8067,0.8067,inf,3.7965,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,B3,SM,8,1174.0,1362.4,1362.4,1.0,0.8617,0.8617,inf,5.3079,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,1,628.0,1362.4,1362.4,1.0,0.461,0.461,0.2855,1.3617,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,2,1139.0,1362.4,1362.4,1.0,0.836,0.836,0.1377,4.4763,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,3,1194.0,1362.4,1362.4,1.0,0.8764,0.8764,0.2847,5.9382,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,4,1287.0,1403.2,1403.2,1.0,0.9172,0.9172,inf,8.6059,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,5,1291.0,1362.4,1362.4,1.0,0.9476,0.9476,inf,14.0056,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,6,1288.0,1362.4,1362.4,1.0,0.9454,0.9454,inf,13.4409,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,7,1292.0,1362.4,1362.4,1.0,0.9483,0.9483,inf,14.2045,1,0.5,0.5,0.0,5,0.0,0.0
Iris,3,MCF_ARC,SM,8,1294.0,1362.4,1362.4,1.0,0.9498,0.9498,inf,14.6199,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,1,184.0,1357.6,1357.6,1.0,0.1355,0.1355,0.8521,0.8521,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,2,1357.0,1357.6,1357.6,1.0,0.9996,0.9996,0.1194,1666.6667,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,3,826.0,1357.6,1357.6,1.0,0.6084,0.6084,0.3604,1.8811,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,4,1465.0,1471.2,1471.2,1.0,0.9958,0.9958,inf,161.2903,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,5,1427.0,1431.2,1431.2,1.0,0.9971,0.9971,inf,238.0952,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,6,1351.0,1357.6,1357.6,1.0,0.9951,0.9951,inf,151.5152,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,7,1351.0,1357.6,1357.6,1.0,0.9951,0.9951,inf,151.5152,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B1,SM,8,1421.0,1421.6,1421.6,1.0,0.9996,0.9996,inf,1666.6667,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,1,1135.0,1357.6,1357.6,1.0,0.836,0.836,0.142,4.4924,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,2,1188.0,1357.6,1357.6,1.0,0.8751,0.8751,0.1393,5.8962,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,3,1225.0,1357.6,1357.6,1.0,0.9023,0.9023,0.206,7.5415,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,4,1359.0,1471.2,1471.2,1.0,0.9237,0.9237,inf,8.9127,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,5,1143.0,1431.2,1431.2,1.0,0.7986,0.7986,inf,3.4698,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,6,1098.0,1357.6,1357.6,1.0,0.8088,0.8088,inf,3.8521,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,7,1171.0,1357.6,1357.6,1.0,0.8626,0.8626,inf,5.3591,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,B3,SM,8,1063.0,1421.6,1421.6,1.0,0.7477,0.7477,inf,2.7886,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,1,568.0,1357.6,1357.6,1.0,0.4184,0.4184,0.284,1.2665,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,2,1260.0,1357.6,1357.6,1.0,0.9281,0.9281,0.1194,10.2459,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,3,1030.0,1357.6,1357.6,1.0,0.7587,0.7587,0.2884,3.0525,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,4,1261.0,1471.2,1471.2,1.0,0.8571,0.8571,inf,4.7574,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,5,1357.0,1431.2,1431.2,1.0,0.9482,0.9482,inf,13.4771,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,6,1286.0,1357.6,1357.6,1.0,0.9473,0.9473,inf,13.9665,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,7,1281.0,1357.6,1357.6,1.0,0.9436,0.9436,inf,13.0548,1,0.5,0.5,0.0,5,0.0,0.0
Iris,4,MCF_ARC,SM,8,1339.0,1421.6,1421.6,1.0,0.9419,0.9419,inf,12.1065,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,1,1291.0,1343.2,1343.2,1.0,0.9611,0.9611,0.1201,19.1571,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,2,171.0,1320.0,1320.0,1.0,0.1295,0.1295,0.8703,0.8703,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,3,163.0,1280.8,1280.8,1.0,0.1273,0.1273,0.8946,0.8946,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,4,1188.0,1343.2,1343.2,1.0,0.8845,0.8845,0.1399,6.4433,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,5,1391.0,1396.8,1396.8,1.0,0.9958,0.9958,0.0,172.4138,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,6,1289.0,1396.8,1396.8,1.0,0.9228,0.9228,inf,9.2764,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,7,1393.0,1396.8,1396.8,1.0,0.9973,0.9973,inf,263.1579,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,8,1373.0,1373.6,1373.6,1.0,0.9996,0.9996,inf,1666.6667,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,9,1258.0,1296.8,1296.8,1.0,0.9701,0.9701,inf,25.7732,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,10,1209.0,1280.8,1280.8,1.0,0.9439,0.9439,inf,13.9276,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,11,1295.0,1296.8,1296.8,1.0,0.9986,0.9986,inf,555.5556,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B1,SM,12,1261.0,1318.4,1318.4,1.0,0.9565,0.9565,inf,17.4216,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,1,1226.0,1343.2,1343.2,1.0,0.9127,0.9127,0.1201,8.5324,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,2,962.0,1320.0,1320.0,1.0,0.7288,0.7288,0.1451,2.7933,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,3,507.0,1280.8,1280.8,1.0,0.3958,0.3958,0.2982,1.2923,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,4,1813.0,1343.2,1343.2,1.0,1.3498,1.3498,0.0933,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,5,1310.0,1396.8,1396.8,1.0,0.9379,0.9379,inf,11.5207,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,6,1065.0,1396.8,1396.8,1.0,0.7625,0.7625,inf,3.0139,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,7,959.0,1396.8,1396.8,1.0,0.6866,0.6866,inf,2.2841,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,8,1264.0,1373.6,1373.6,1.0,0.9202,0.9202,inf,9.1241,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,9,1096.0,1296.8,1296.8,1.0,0.8452,0.8452,inf,4.9801,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,10,1055.0,1280.8,1280.8,1.0,0.8237,0.8237,inf,4.4287,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,11,922.0,1296.8,1296.8,1.0,0.711,0.711,inf,2.6681,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,B3,SM,12,1103.0,1318.4,1318.4,1.0,0.8366,0.8366,inf,4.6425,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,1,953.0,1343.2,1343.2,1.0,0.7095,0.7095,0.1682,2.5628,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,2,1130.0,1320.0,1320.0,1.0,0.8561,0.8561,0.1451,5.2632,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,3,891.0,1280.8,1280.8,1.0,0.6957,0.6957,0.2237,2.5654,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,4,927.0,1343.2,1343.2,1.0,0.6901,0.6901,0.1679,2.4027,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,5,1260.0,1396.8,1396.8,1.0,0.9021,0.9021,inf,7.3099,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,6,1229.0,1396.8,1396.8,1.0,0.8799,0.8799,inf,5.9595,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,7,1236.0,1396.8,1396.8,1.0,0.8849,0.8849,inf,6.2189,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,8,1257.0,1373.6,1373.6,1.0,0.9151,0.9151,inf,8.5763,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,9,1076.0,1296.8,1296.8,1.0,0.8297,0.8297,inf,4.529,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,10,1138.0,1280.8,1280.8,1.0,0.8885,0.8885,inf,7.0028,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,11,1090.0,1296.8,1296.8,1.0,0.8405,0.8405,inf,4.8356,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,0,MCF_ARC,SM,12,1095.0,1318.4,1318.4,1.0,0.8306,0.8306,inf,4.4763,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,1,1313.0,1319.2,1319.2,1.0,0.9953,0.9953,0.0,161.2903,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,2,1062.0,1290.4,1290.4,1.0,0.823,0.823,0.3597,4.3783,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,3,165.0,1360.0,1360.0,1.0,0.1213,0.1213,0.8368,0.8368,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,4,571.0,1290.4,1290.4,1.0,0.4425,0.4425,0.2905,1.39,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,5,1290.0,1290.4,1290.4,1.0,0.9997,0.9997,inf,2500.0,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,6,1225.0,1290.4,1290.4,1.0,0.9493,0.9493,inf,15.2905,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,7,1265.0,1290.4,1290.4,1.0,0.9803,0.9803,inf,39.3701,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,8,1286.0,1290.4,1290.4,1.0,0.9966,0.9966,inf,227.2727,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,9,1285.0,1390.4,1390.4,1.0,0.9242,0.9242,inf,9.4877,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,10,1314.0,1324.0,1324.0,1.0,0.9924,0.9924,inf,100.0,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,11,1313.0,1319.2,1319.2,1.0,0.9953,0.9953,inf,161.2903,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B1,SM,12,1287.0,1290.4,1290.4,1.0,0.9974,0.9974,inf,294.1176,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,1,994.0,1319.2,1319.2,1.0,0.7535,0.7535,0.1266,3.075,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,2,194.0,1290.4,1290.4,1.0,0.1503,0.1503,0.9121,0.9121,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,3,1638.0,1360.0,1360.0,1.0,1.2044,1.2044,0.1046,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,4,1361.0,1290.4,1290.4,1.0,1.0547,1.0547,0.1245,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,5,1454.0,1290.4,1290.4,1.0,1.1268,1.1268,inf,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,6,1089.0,1290.4,1290.4,1.0,0.8439,0.8439,inf,4.9652,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,7,1038.0,1290.4,1290.4,1.0,0.8044,0.8044,inf,3.962,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,8,1317.0,1290.4,1290.4,1.0,1.0206,1.0206,inf,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,9,1089.0,1390.4,1390.4,1.0,0.7832,0.7832,inf,3.3179,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,10,1034.0,1324.0,1324.0,1.0,0.781,0.781,inf,3.4483,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,11,1081.0,1319.2,1319.2,1.0,0.8194,0.8194,inf,4.1982,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,B3,SM,12,1087.0,1290.4,1290.4,1.0,0.8424,0.8424,inf,4.9164,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,1,1233.0,1319.2,1319.2,1.0,0.9347,0.9347,0.1477,11.6009,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,2,1072.0,1290.4,1290.4,1.0,0.8308,0.8308,0.1824,4.5788,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,3,358.0,1360.0,1360.0,1.0,0.2632,0.2632,0.4184,0.998,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,4,1223.0,1290.4,1290.4,1.0,0.9478,0.9478,0.1453,14.8368,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,5,1213.0,1290.4,1290.4,1.0,0.94,0.94,inf,12.9199,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,6,1205.0,1290.4,1290.4,1.0,0.9338,0.9338,inf,11.7096,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,7,1224.0,1290.4,1290.4,1.0,0.9485,0.9485,inf,15.0602,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,8,1083.0,1290.4,1290.4,1.0,0.8393,0.8393,inf,4.8216,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,9,1165.0,1390.4,1390.4,1.0,0.8379,0.8379,inf,4.4366,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,10,1238.0,1324.0,1324.0,1.0,0.935,0.935,inf,11.6279,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,11,1137.0,1319.2,1319.2,1.0,0.8619,0.8619,inf,5.4885,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,1,MCF_ARC,SM,12,1225.0,1290.4,1290.4,1.0,0.9493,0.9493,inf,15.2905,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,1,362.0,1307.2,1307.2,1.0,0.2769,0.2769,0.8422,1.058,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,2,1251.0,1358.4,1358.4,1.0,0.9209,0.9209,inf,9.311,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,3,218.0,1307.2,1307.2,1.0,0.1668,0.1668,0.9181,0.9181,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,4,1422.0,1437.6,1437.6,1.0,0.9891,0.9891,0.0,64.1026,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,5,1274.0,1307.2,1307.2,1.0,0.9746,0.9746,inf,30.1205,1,0.5,0.5,0.0,5,0.0,0.0
