topology,run,algo,phase,controller,lambda,mu_init,mu_final,scale_factor,rho_init,rho_final,W_init,W_final,stable,alpha,beta,link_sens,k_paths,load_sens,controller_sens
Uninett2010,2,B1,SM,6,1260.0,1322.4,1322.4,1.0,0.9528,0.9528,inf,16.0256,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,7,1213.0,1307.2,1307.2,1.0,0.9279,0.9279,inf,10.6157,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,8,1237.0,1307.2,1307.2,1.0,0.9463,0.9463,inf,14.245,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,9,1272.0,1307.2,1307.2,1.0,0.9731,0.9731,inf,28.4091,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,10,1308.0,1340.0,1340.0,1.0,0.9761,0.9761,inf,31.25,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,11,1398.0,1405.6,1405.6,1.0,0.9946,0.9946,0.0,131.5789,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B1,SM,12,1338.0,1419.2,1419.2,1.0,0.9428,0.9428,inf,12.3153,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,1,1236.0,1307.2,1307.2,1.0,0.9455,0.9455,0.1273,14.0449,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,2,1291.0,1358.4,1358.4,1.0,0.9504,0.9504,0.1185,14.8368,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,3,837.0,1307.2,1307.2,1.0,0.6403,0.6403,0.1836,2.1268,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,4,1571.0,1437.6,1437.6,1.0,1.0928,1.0928,0.0992,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,5,1552.0,1307.2,1307.2,1.0,1.1873,1.1873,inf,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,6,1062.0,1322.4,1322.4,1.0,0.8031,0.8031,inf,3.8402,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,7,1035.0,1307.2,1307.2,1.0,0.7918,0.7918,inf,3.6738,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,8,1048.0,1307.2,1307.2,1.0,0.8017,0.8017,inf,3.858,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,9,952.0,1307.2,1307.2,1.0,0.7283,0.7283,inf,2.8153,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,10,990.0,1340.0,1340.0,1.0,0.7388,0.7388,inf,2.8571,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,11,1009.0,1405.6,1405.6,1.0,0.7178,0.7178,inf,2.5214,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,B3,SM,12,970.0,1419.2,1419.2,1.0,0.6835,0.6835,inf,2.2262,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,1,1092.0,1307.2,1307.2,1.0,0.8354,0.8354,0.1485,4.6468,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,2,1264.0,1358.4,1358.4,1.0,0.9305,0.9305,0.1185,10.5932,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,3,1017.0,1307.2,1307.2,1.0,0.778,0.778,0.1836,3.4459,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,4,1257.0,1437.6,1437.6,1.0,0.8744,0.8744,0.1133,5.5371,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,5,1113.0,1307.2,1307.2,1.0,0.8514,0.8514,inf,5.1493,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,6,1030.0,1322.4,1322.4,1.0,0.7789,0.7789,inf,3.42,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,7,1055.0,1307.2,1307.2,1.0,0.8071,0.8071,inf,3.9651,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,8,966.0,1307.2,1307.2,1.0,0.739,0.739,inf,2.9308,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,9,1136.0,1307.2,1307.2,1.0,0.869,0.869,inf,5.8411,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,10,1266.0,1340.0,1340.0,1.0,0.9448,0.9448,inf,13.5135,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,11,1168.0,1405.6,1405.6,1.0,0.831,0.831,inf,4.2088,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,2,MCF_ARC,SM,12,1189.0,1419.2,1419.2,1.0,0.8378,0.8378,inf,4.344,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,1,396.0,1305.6,1305.6,1.0,0.3033,0.3033,0.9019,1.0994,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,2,988.0,1305.6,1305.6,1.0,0.7567,0.7567,inf,3.1486,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,3,227.0,1305.6,1305.6,1.0,0.1739,0.1739,0.9271,0.9271,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,4,1275.0,1308.0,1308.0,1.0,0.9748,0.9748,0.0,30.303,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,5,1298.0,1305.6,1305.6,1.0,0.9942,0.9942,3.2765,131.5789,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,6,1294.0,1305.6,1305.6,1.0,0.9911,0.9911,inf,86.2069,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,7,1303.0,1305.6,1305.6,1.0,0.998,0.998,inf,384.6154,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,8,1304.0,1305.6,1305.6,1.0,0.9988,0.9988,inf,625.0,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,9,1383.0,1383.2,1383.2,1.0,0.9999,0.9999,inf,5000.0,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,10,1400.0,1400.8,1400.8,1.0,0.9994,0.9994,inf,1250.0,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,11,1343.0,1352.0,1352.0,1.0,0.9933,0.9933,0.0,111.1111,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B1,SM,12,1322.0,1383.2,1383.2,1.0,0.9558,0.9558,inf,16.3399,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,1,1315.0,1305.6,1305.6,1.0,1.0072,1.0072,0.1286,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,2,1500.0,1305.6,1305.6,1.0,1.1489,1.1489,0.1084,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,3,530.0,1305.6,1305.6,1.0,0.4059,0.4059,0.309,1.2893,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,4,1051.0,1308.0,1308.0,1.0,0.8035,0.8035,0.1506,3.8911,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,5,1622.0,1305.6,1305.6,1.0,1.2423,1.2423,2.5484,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,6,1117.0,1305.6,1305.6,1.0,0.8555,0.8555,inf,5.3022,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,7,1042.0,1305.6,1305.6,1.0,0.7981,0.7981,inf,3.7936,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,8,1116.0,1305.6,1305.6,1.0,0.8548,0.8548,inf,5.2743,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,9,970.0,1383.2,1383.2,1.0,0.7013,0.7013,inf,2.4201,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,10,1064.0,1400.8,1400.8,1.0,0.7596,0.7596,inf,2.9691,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,11,1111.0,1352.0,1352.0,1.0,0.8217,0.8217,inf,4.1494,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,B3,SM,12,1095.0,1383.2,1383.2,1.0,0.7916,0.7916,inf,3.4698,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,1,1180.0,1305.6,1305.6,1.0,0.9038,0.9038,0.1501,7.9618,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,2,1178.0,1305.6,1305.6,1.0,0.9023,0.9023,0.1445,7.837,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,3,227.0,1305.6,1305.6,1.0,0.1739,0.1739,0.9271,0.9271,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,4,1167.0,1308.0,1308.0,1.0,0.8922,0.8922,0.1506,7.0922,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,5,1085.0,1305.6,1305.6,1.0,0.831,0.831,3.8226,4.5331,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,6,1127.0,1305.6,1305.6,1.0,0.8632,0.8632,inf,5.5991,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,7,1222.0,1305.6,1305.6,1.0,0.936,0.936,inf,11.9617,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,8,1208.0,1305.6,1305.6,1.0,0.9252,0.9252,inf,10.2459,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,9,1311.0,1383.2,1383.2,1.0,0.9478,0.9478,inf,13.8504,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,10,1328.0,1400.8,1400.8,1.0,0.948,0.948,inf,13.7363,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,11,1239.0,1352.0,1352.0,1.0,0.9164,0.9164,inf,8.8496,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,3,MCF_ARC,SM,12,1261.0,1383.2,1383.2,1.0,0.9117,0.9117,inf,8.1833,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,1,595.0,1297.6,1297.6,1.0,0.4585,0.4585,0.5752,1.4233,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,2,1175.0,1297.6,1297.6,1.0,0.9055,0.9055,0.1466,8.1566,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,3,234.0,1297.6,1297.6,1.0,0.1803,0.1803,0.9402,0.9402,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,4,1304.0,1402.4,1402.4,1.0,0.9298,0.9298,0.0,10.1626,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,5,1366.0,1367.2,1367.2,1.0,0.9991,0.9991,0.0,833.3333,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,6,1270.0,1297.6,1297.6,1.0,0.9787,0.9787,inf,36.2319,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,7,1278.0,1297.6,1297.6,1.0,0.9849,0.9849,inf,51.0204,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,8,1259.0,1348.8,1348.8,1.0,0.9334,0.9334,inf,11.1359,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,9,1247.0,1297.6,1297.6,1.0,0.961,0.961,inf,19.7628,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,10,1288.0,1297.6,1297.6,1.0,0.9926,0.9926,inf,104.1667,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,11,1208.0,1297.6,1297.6,1.0,0.9309,0.9309,inf,11.1607,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B1,SM,12,1226.0,1297.6,1297.6,1.0,0.9448,0.9448,inf,13.9665,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,1,956.0,1297.6,1297.6,1.0,0.7367,0.7367,0.1497,2.9274,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,2,1267.0,1297.6,1297.6,1.0,0.9764,0.9764,0.1257,32.6797,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,3,234.0,1297.6,1297.6,1.0,0.1803,0.1803,0.9402,0.9402,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,4,1821.0,1402.4,1402.4,1.0,1.2985,1.2985,0.0919,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,5,1454.0,1367.2,1367.2,1.0,1.0635,1.0635,inf,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,6,955.0,1297.6,1297.6,1.0,0.736,0.736,inf,2.9189,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,7,1112.0,1297.6,1297.6,1.0,0.857,0.857,inf,5.3879,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,8,1502.0,1348.8,1348.8,1.0,1.1136,1.1136,inf,inf,0,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,9,1033.0,1297.6,1297.6,1.0,0.7961,0.7961,inf,3.7793,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,10,976.0,1297.6,1297.6,1.0,0.7522,0.7522,inf,3.1095,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,11,1064.0,1297.6,1297.6,1.0,0.82,0.82,inf,4.2808,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,B3,SM,12,1076.0,1297.6,1297.6,1.0,0.8292,0.8292,inf,4.5126,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,1,1030.0,1297.6,1297.6,1.0,0.7938,0.7938,0.1497,3.7369,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,2,1058.0,1297.6,1297.6,1.0,0.8154,0.8154,0.1466,4.1736,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,3,691.0,1297.6,1297.6,1.0,0.5325,0.5325,0.3134,1.6485,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,4,1180.0,1402.4,1402.4,1.0,0.8414,0.8414,0.1379,4.4964,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,5,1182.0,1367.2,1367.2,1.0,0.8645,0.8645,inf,5.3996,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,6,1102.0,1297.6,1297.6,1.0,0.8493,0.8493,inf,5.1125,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,7,1212.0,1297.6,1297.6,1.0,0.934,0.934,inf,11.6822,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,8,1278.0,1348.8,1348.8,1.0,0.9475,0.9475,inf,14.1243,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,9,1188.0,1297.6,1297.6,1.0,0.9155,0.9155,inf,9.1241,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,10,1144.0,1297.6,1297.6,1.0,0.8816,0.8816,inf,6.5104,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,11,1182.0,1297.6,1297.6,1.0,0.9109,0.9109,inf,8.6505,1,0.5,0.5,0.0,5,0.0,0.0
Uninett2010,4,MCF_ARC,SM,12,1203.0,1297.6,1297.6,1.0,0.9271,0.9271,inf,10.5708,1,0.5,0.5,0.0,5,0.0,0.0
AttMpls,0,B1,SM,1,792.0,1349.6,1349.6,1.0,0.5868,0.5868,0.2091,1.7934,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B1,SM,2,1131.0,1326.4,1326.4,1.0,0.8527,0.8527,0.853,5.1177,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B1,SM,3,1186.0,1287.2,1287.2,1.0,0.9214,0.9214,inf,9.8814,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B1,SM,4,1340.0,1349.6,1349.6,1.0,0.9929,0.9929,inf,104.1667,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B3,SM,1,1297.0,1349.6,1349.6,1.0,0.961,0.961,0.1195,19.0114,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B3,SM,2,945.0,1326.4,1326.4,1.0,0.7125,0.7125,1.0235,2.6219,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B3,SM,3,1095.0,1287.2,1287.2,1.0,0.8507,0.8507,inf,5.2029,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,B3,SM,4,1112.0,1349.6,1349.6,1.0,0.8239,0.8239,inf,4.2088,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,MCF_ARC,SM,1,970.0,1349.6,1349.6,1.0,0.7187,0.7187,0.1673,2.6344,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,MCF_ARC,SM,2,1131.0,1326.4,1326.4,1.0,0.8527,0.8527,0.853,5.1177,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,MCF_ARC,SM,3,1140.0,1287.2,1287.2,1.0,0.8856,0.8856,inf,6.7935,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,0,MCF_ARC,SM,4,1208.0,1349.6,1349.6,1.0,0.8951,0.8951,inf,7.0621,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B1,SM,1,888.0,1351.2,1351.2,1.0,0.6572,0.6572,0.1724,2.1589,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B1,SM,2,1021.0,1325.6,1325.6,1.0,0.7702,0.7702,0.6566,3.283,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B1,SM,3,1383.0,1392.0,1392.0,1.0,0.9935,0.9935,inf,111.1111,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B1,SM,4,1288.0,1325.6,1325.6,1.0,0.9716,0.9716,inf,26.5957,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B3,SM,1,1324.0,1351.2,1351.2,1.0,0.9799,0.9799,0.1231,36.7647,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B3,SM,2,1021.0,1325.6,1325.6,1.0,0.7702,0.7702,0.6566,3.283,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B3,SM,3,1177.0,1392.0,1392.0,1.0,0.8455,0.8455,inf,4.6512,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,B3,SM,4,1058.0,1325.6,1325.6,1.0,0.7981,0.7981,inf,3.7369,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,MCF_ARC,SM,1,1042.0,1351.2,1351.2,1.0,0.7712,0.7712,0.1724,3.2342,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,MCF_ARC,SM,2,1021.0,1325.6,1325.6,1.0,0.7702,0.7702,0.6566,3.283,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,MCF_ARC,SM,3,1306.0,1392.0,1392.0,1.0,0.9382,0.9382,inf,11.6279,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,1,MCF_ARC,SM,4,1211.0,1325.6,1325.6,1.0,0.9135,0.9135,inf,8.726,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B1,SM,1,774.0,1300.0,1300.0,1.0,0.5954,0.5954,0.2242,1.9011,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B1,SM,2,1050.0,1349.6,1349.6,1.0,0.778,0.778,0.5563,3.3378,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B1,SM,3,1294.0,1300.0,1300.0,1.0,0.9954,0.9954,inf,166.6667,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B1,SM,4,1375.0,1415.2,1415.2,1.0,0.9716,0.9716,inf,24.8756,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B3,SM,1,1163.0,1300.0,1300.0,1.0,0.8946,0.8946,0.1495,7.2993,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B3,SM,2,1050.0,1349.6,1349.6,1.0,0.778,0.778,0.5563,3.3378,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B3,SM,3,1131.0,1300.0,1300.0,1.0,0.87,0.87,inf,5.9172,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,B3,SM,4,1149.0,1415.2,1415.2,1.0,0.8119,0.8119,inf,3.7566,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,MCF_ARC,SM,1,1057.0,1300.0,1300.0,1.0,0.8131,0.8131,0.1794,4.1152,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,MCF_ARC,SM,2,1050.0,1349.6,1349.6,1.0,0.778,0.778,0.5563,3.3378,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,MCF_ARC,SM,3,1076.0,1300.0,1300.0,1.0,0.8277,0.8277,inf,4.4643,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,2,MCF_ARC,SM,4,1310.0,1415.2,1415.2,1.0,0.9257,0.9257,inf,9.5057,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B1,SM,1,991.0,1355.2,1355.2,1.0,0.7313,0.7313,0.1724,2.7457,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B1,SM,2,1055.0,1355.2,1355.2,1.0,0.7785,0.7785,0.5552,3.3311,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B1,SM,3,1310.0,1355.2,1355.2,1.0,0.9666,0.9666,inf,22.1239,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B1,SM,4,1327.0,1396.8,1396.8,1.0,0.95,0.95,inf,14.3266,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B3,SM,1,1328.0,1355.2,1355.2,1.0,0.9799,0.9799,0.1231,36.7647,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B3,SM,2,1055.0,1355.2,1355.2,1.0,0.7785,0.7785,0.5552,3.3311,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B3,SM,3,1132.0,1355.2,1355.2,1.0,0.8353,0.8353,inf,4.4803,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,B3,SM,4,1168.0,1396.8,1396.8,1.0,0.8362,0.8362,inf,4.3706,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,MCF_ARC,SM,1,1026.0,1355.2,1355.2,1.0,0.7571,0.7571,0.1724,3.0377,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,MCF_ARC,SM,2,1055.0,1355.2,1355.2,1.0,0.7785,0.7785,0.5552,3.3311,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,MCF_ARC,SM,3,1287.0,1355.2,1355.2,1.0,0.9497,0.9497,inf,14.6628,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,3,MCF_ARC,SM,4,1315.0,1396.8,1396.8,1.0,0.9414,0.9414,inf,12.2249,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B1,SM,1,766.0,1302.4,1302.4,1.0,0.5881,0.5881,0.2235,1.8643,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B1,SM,2,1053.0,1302.4,1302.4,1.0,0.8085,0.8085,0.6683,4.0096,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B1,SM,3,1281.0,1302.4,1302.4,1.0,0.9836,0.9836,inf,46.729,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B1,SM,4,1400.0,1407.2,1407.2,1.0,0.9949,0.9949,inf,138.8889,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B3,SM,1,1219.0,1302.4,1302.4,1.0,0.936,0.936,0.1277,11.9904,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B3,SM,2,1053.0,1302.4,1302.4,1.0,0.8085,0.8085,0.6683,4.0096,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B3,SM,3,1106.0,1302.4,1302.4,1.0,0.8492,0.8492,inf,5.0916,1,0.5,0.5,0.05,5,0.0,0.0
AttMpls,4,B3,SM,4,1122.0,1407.2,1407.2,1.0,0.7973,0.7973,inf,3.5063,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B1,SM,1,756.0,1416.0,1416.0,1.0,0.5339,0.5339,0.1981,1.5152,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B1,SM,2,926.0,1392.8,1392.8,1.0,0.6648,0.6648,0.2452,2.1422,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B1,SM,3,1358.0,1361.6,1361.6,1.0,0.9974,0.9974,inf,277.7778,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B1,SM,4,1384.0,1416.0,1416.0,1.0,0.9774,0.9774,0.0,31.25,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B1,SM,5,1456.0,1469.6,1469.6,1.0,0.9907,0.9907,inf,73.5294,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B3,SM,1,1216.0,1416.0,1416.0,1.0,0.8588,0.8588,0.1132,5.0,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B3,SM,2,1166.0,1392.8,1392.8,1.0,0.8372,0.8372,0.2043,4.4092,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B3,SM,3,1174.0,1361.6,1361.6,1.0,0.8622,0.8622,inf,5.3305,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B3,SM,4,1180.0,1416.0,1416.0,1.0,0.8333,0.8333,inf,4.2373,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,B3,SM,5,1144.0,1469.6,1469.6,1.0,0.7784,0.7784,inf,3.0713,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,MCF_ARC,SM,1,943.0,1416.0,1416.0,1.0,0.666,0.666,0.1585,2.1142,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,MCF_ARC,SM,2,999.0,1392.8,1392.8,1.0,0.7173,0.7173,0.2452,2.5394,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,MCF_ARC,SM,3,1219.0,1361.6,1361.6,1.0,0.8953,0.8953,inf,7.0126,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,MCF_ARC,SM,4,1336.0,1416.0,1416.0,1.0,0.9435,0.9435,inf,12.5,1,0.5,0.5,0.05,5,0.0,0.0
CrlNetworkServices,0,MCF_ARC,SM,5,1383.0,1469.6,1469.6,1.0,0.9411,0.9411,inf,11.5473,1,0.5,0.5,0.05,5,0.0,0.0
